,Know anyone:Nobody,Know anyone:Myself,Know anyone:Family inside HH,Know anyone:Family outside HH,Know anyone:Close friend,Know anyone:Colleague,COVID-19 Knowledge:Washing hands,COVID-19 Knowledge:Staying indoors for Self,COVID-19 Knowledge:Staying indoors for Others,COVID-19 Knowledge:Spread before symptoms,COVID-19 Knowledge:R-Number,COVID-19 Knowledge:Treatments already exist,COVID-19 Knowledge:Wearing masks,COVID-19 VCI:COVID-19 Vax Importance,COVID-19 VCI:COVID-19 Vax Safety,COVID-19 VCI:COVID-19 Vax Efficacy,COVID-19 VCI:COVID-19 Vax Compatibility,COVID-19 VCI:Contract via COVID-19 Vax,COVID-19 VCI:COVID-19 Vax benefits outweigh risks,General VCI:Vax Importance,General VCI:Vax Safety,General VCI:Vax Efficacy,General VCI:Vax Compatibility,COVID-19 Impact:Mental health,COVID-19 Impact:Financial stability,COVID-19 Impact:Daily disruption,COVID-19 Impact:Social disruption,Trust:Television,Trust:Radio,Trust:Newspapers,Trust:White House Briefings,Trust:State Govt. Briefings,Trust:National Health Authorities,Trust:International Health Authorities,Trust:Healthcare Workers,Trust:Scientists,Trust:Govt. Websites,Trust:Social Media,Trust:Celebrities,Trust:Search Engines,Trust:Family and friends,Trust:Work Guidelines,Trust:Other,Trust:None of these,Reason:Unsure if safe,Reason:Unsure if effective,Reason:Not at risk,Reason:Wait until others,Reason:Won't be ill,Reason:Other effective treatments,Reason:Already acquired immunity,Reason:Approval may be rushed,Reason:Other,Reason:Do not know,Image 1:Vaccine Intent,Image 1:Agreement,Image 1:Trust,Image 1:Fact-check,Image 1:Share,Image 2:Vaccine Intent,Image 2:Agreement,Image 2:Trust,Image 2:Fact-check,Image 2:Share,Image 3:Vaccine Intent,Image 3:Agreement,Image 3:Trust,Image 3:Fact-check,Image 3:Share,Image 4:Vaccine Intent,Image 4:Agreement,Image 4:Trust,Image 4:Fact-check,Image 4:Share,Image 5:Vaccine Intent,Image 5:Agreement,Image 5:Trust,Image 5:Fact-check,Image 5:Share,Social:Facebook used,Social:Twitter used,Social:YouTube used,Social:WhatsApp used,Social:Instagram used,Social:Pinterest used,Social:LinkedIN used,Social:Other used,Social:None of these used,Social:Facebook to receive info,Social:Twitter to receive info,Social:YouTube to receive info,Social:WhatsApp to receive info,Social:Instagram to receive info,Social:Pinterest to receive info,Social:LinkedIN to receive info,Social:Other to receive info,Social:None of these to receive info,Social:Facebook to share info,Social:Twitter to share info,Social:YouTube to share info,Social:WhatsApp to share info,Social:Instagram to share info,Social:Pinterest to share info,Social:LinkedIN to share info,Social:Other to share info,Social:None of these to share info,Shielding,Social media usage,Expected vax availability,Seen such online content,Frequency of such online content,Engaged with such online content,Vaccine Intent for self (Pre),Vaccine Intent for self (Post),Vaccine Intent for others (Pre),Vaccine Intent for others (Post),Group,Age,Gender,Education,Employment,Religion,Political,Ethnicity,Income,Region,Treatment
3424,1,0,0,0,0,0,1,1,1,1,1,-1,1,1,-1,1,-1,0,1,1,1,1,1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,1,1,1,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,7,5,3,,,2,3,3,3,PRO US,4,2,2,1,1,3,1,4,21,0
3425,0,0,0,0,0,1,2,2,2,2,-1,-2,2,2,-2,-2,-2,-1,1,2,2,2,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,2,0,-2,0,1,1,0,-2,0,1,1,0,-2,0,1,1,0,-2,0,1,1,0,-2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,6,6,2,,,1,2,1,2,PRO US,4,2,4,1,4,3,5,1,39,0
3426,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,-1,0,1,0,-1,1,2,1,-2,1,0,-1,1,2,1,-1,1,2,2,1,2,2,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1.0,1.0,1,1,1,1,PRO US,1,2,2,1,5,3,5,1,39,0
3427,1,0,0,0,0,0,2,2,2,1,1,-1,2,2,-1,1,-2,1,0,2,2,2,2,1,1,-1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1,-2,-1,0,1,0,-2,-2,-1,1,1,-1,1,0,-1,0,-2,-2,0,-1,0,-2,-2,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,4,5,1,2.0,2.0,2,2,2,2,PRO US,1,2,2,3,4,3,2,2,33,0
3428,1,0,0,0,0,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,8,3,,,1,1,1,1,PRO US,1,2,6,2,5,3,3,1,11,0
3429,0,0,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,-1,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,7,2,1,1.0,1.0,1,1,1,1,PRO US,4,1,5,1,1,2,1,5,33,0
3430,0,0,0,1,0,0,2,2,2,0,0,-1,2,2,2,2,2,-1,0,2,2,2,2,1,2,1,2,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,2,2,0,0,1,2,-1,0,1,1,2,2,0,0,0,2,1,0,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,8,2,,,2,2,2,2,PRO US,2,2,2,1,5,1,1,2,10,0
3431,0,0,0,0,1,0,1,2,2,1,1,1,2,2,2,2,-1,1,1,2,2,1,-1,-2,-2,-1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-1,0,1,1,2,-1,1,1,2,2,-1,0,1,2,2,-1,1,1,2,2,-1,1,1,2,2,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,4,4,1,3.0,1.0,1,2,1,2,PRO US,3,2,4,1,1,2,2,4,10,0
3432,1,0,0,0,0,0,2,2,2,2,2,1,2,2,2,2,-2,-2,2,2,1,-2,2,-1,2,-1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,-2,2,2,2,2,-2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2,0,2,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,8,2,,,1,1,1,1,PRO US,1,1,2,3,2,3,3,3,1,0
3433,1,0,0,0,0,0,2,2,2,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,-2,-1,0,2,0,2,1,0,-1,2,0,2,2,-1,1,2,1,0,-1,1,2,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,1,2,1,1,2.0,2.0,2,2,2,2,PRO US,2,2,2,2,5,3,3,1,47,0
3434,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,,,,,,,,,,,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5,2,2,,,1,1,1,1,PRO US,2,1,5,1,3,1,3,5,44,0
3435,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,8,2,,,2,2,2,2,PRO US,3,1,5,1,1,1,1,4,10,0
3436,0,0,0,1,1,0,2,2,2,2,2,1,2,2,-1,-1,-2,1,1,2,2,2,2,2,2,2,2,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1,-1,-1,-1,1,2,-1,2,-2,2,2,1,1,-1,2,2,-2,2,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,5,1,1.0,1.0,2,2,2,2,PRO US,3,2,2,1,4,2,1,3,18,0
3437,0,0,0,0,0,1,1,1,1,1,1,-2,1,2,-1,-2,-2,1,0,1,1,1,1,2,2,2,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,2,-1,0,0,0,-2,-2,0,0,0,2,1,0,0,0,2,-1,0,1,0,2,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,4,1,3.0,2.0,2,2,1,2,PRO US,1,2,2,1,1,2,2,2,14,0
3438,1,0,0,0,0,0,2,-2,2,2,2,1,2,2,2,2,-2,-2,2,2,1,2,-2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2,1,1.0,1.0,1,1,1,1,PRO US,2,2,5,2,1,1,5,4,11,0
3439,0,0,0,1,0,0,1,1,1,1,1,-1,2,1,1,1,-2,-2,1,1,1,1,2,-1,0,-2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,1,1,0,-1,1,1,0,0,1,0,0,0,0,-1,1,1,0,1,0,1,0,0,-1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,3,2,,,2,2,1,2,PRO US,2,1,5,1,3,3,1,4,14,0
3440,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,8,3,,,4,4,4,4,PRO US,2,1,4,1,5,3,5,6,44,0
3441,1,0,0,0,0,0,2,2,2,2,2,-1,2,1,1,2,-2,-1,1,2,2,2,2,-2,-1,-2,-2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,1,-1,0,0,0,1,0,-2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,3,1,3.0,2.0,1,1,1,1,PRO US,1,2,2,1,1,2,3,2,23,0
3442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,7,8,3,,,4,4,4,4,PRO US,1,1,6,3,5,3,5,6,41,0
3443,0,0,0,0,1,0,-2,2,-1,-2,1,2,0,1,2,2,0,0,-1,0,2,0,-2,1,-2,-2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,2,0,2,0,-2,0,2,0,1,2,0,-1,-1,0,0,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,5,8,2,,,2,3,1,3,PRO US,5,1,1,4,5,3,3,1,36,0
3444,0,0,0,1,0,0,1,1,2,1,-1,2,-1,-2,-2,-2,0,1,-2,2,1,-1,0,-2,-2,-2,-2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,-2,-2,-2,0,-2,1,-2,-2,0,0,1,-2,-2,0,0,1,-2,-2,0,0,2,-2,-2,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,2,6,8,2,,,4,3,2,2,PRO US,1,2,6,3,1,1,1,1,36,0
3445,0,0,0,0,0,1,2,2,2,2,1,-2,2,2,0,0,-2,-2,1,2,2,2,2,2,1,2,2,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1,0,0,2,-2,1,0,1,2,-2,0,0,1,2,-2,0,0,1,2,-2,-1,2,2,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,4,3,,,2,2,2,2,PRO US,3,1,4,1,4,2,1,3,40,0
3446,1,0,0,0,0,0,2,2,2,1,1,2,2,2,1,2,2,-1,2,2,1,2,2,2,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,,,,,,,,,,,2,1,2,1,2,1,2,1,2,0,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,7,1,2,,,1,1,1,1,PRO US,3,1,5,1,1,1,1,5,33,0
3448,0,0,0,0,1,0,2,2,2,1,-1,-1,2,2,-1,-1,-1,-1,-1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,-2,-2,0,0,0,-2,-2,0,0,0,-2,-2,0,0,0,-2,-2,0,0,0,-2,-2,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,3,8,1,4.0,2.0,2,2,1,2,PRO US,1,1,2,3,5,3,1,6,47,0
3449,0,0,0,1,1,0,2,2,2,2,2,-1,2,2,-1,1,-1,-1,-1,2,1,2,1,1,2,2,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,,,,,,,,,,,-2,2,1,2,1,-1,1,0,2,1,-2,2,1,1,2,-1,1,0,1,2,1,0,1,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6,2,2,,,1,1,1,1,PRO US,2,1,4,1,1,2,1,4,33,0
3450,0,0,0,0,0,1,2,2,2,2,2,1,2,2,1,1,-2,-2,-1,1,1,1,2,2,2,2,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2,-2,0,0,0,2,-2,0,0,0,2,-2,0,0,0,0,-2,0,0,0,2,-2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,5,1,1.0,2.0,2,2,2,2,PRO US,2,2,6,1,5,1,1,3,39,0
3451,1,0,0,0,0,0,2,2,2,2,-1,1,2,2,2,2,1,1,1,1,-1,1,2,1,2,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,-2,2,2,0,2,-2,2,2,-1,2,-2,2,2,2,2,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6,2,2,,,1,2,2,2,PRO US,2,1,2,1,1,2,2,5,33,0
3452,1,0,0,0,0,0,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,6,4,2,,,1,1,1,1,PRO US,3,1,5,1,1,2,1,5,33,0
3453,1,0,0,0,0,0,2,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,-2,2,1,2,1,-2,1,2,1,2,-1,2,1,2,1,-2,1,2,1,2,-1,2,1,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,5,1,1.0,2.0,1,1,2,2,PRO US,1,2,4,1,1,2,3,4,5,0
3454,0,0,0,1,0,0,-1,-1,-1,-1,2,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,1,1.0,2.0,1,3,2,1,PRO US,2,1,3,1,1,2,1,4,39,0
3455,0,0,0,0,0,1,2,2,2,2,1,0,1,2,1,2,-2,-2,2,2,2,2,2,1,2,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,-1,1,1,2,1,1,1,1,2,0,1,1,2,2,2,1,1,1,2,0,0,1,0,2,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,8,1,2.0,1.0,1,1,1,1,PRO US,3,1,4,1,5,3,2,5,33,0
3456,0,0,0,0,1,0,2,2,2,2,2,0,2,2,2,2,-2,-2,2,2,2,2,2,-1,-1,-1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,2,1,4.0,2.0,1,1,1,1,PRO US,2,1,5,1,1,2,1,5,33,0
3457,1,0,0,0,0,0,-1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,3,2,,,1,1,1,1,PRO US,4,1,2,1,5,3,1,1,44,0
3458,1,0,0,0,0,0,2,2,2,2,0,-2,2,2,0,0,0,0,1,2,1,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,2,7,4,3,,,2,2,2,2,PRO US,2,1,2,2,4,2,4,6,5,0
3459,1,0,0,0,0,0,2,0,1,2,0,2,2,1,0,1,-2,-1,0,-1,-1,-1,0,1,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,2,-2,0,0,0,2,-2,0,0,0,2,-2,0,0,0,2,-2,0,0,0,2,-2,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,2,1,1.0,2.0,3,3,2,2,PRO US,1,2,2,1,1,3,3,3,44,0
3460,1,0,0,0,0,0,2,2,2,2,2,-1,2,1,1,1,-1,0,0,1,1,1,0,1,1,1,-1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,1,2,0,0,1,0,1,-2,2,1,1,1,2,-1,-1,-1,-1,-1,-2,-1,0,-1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,7,3,1,2.0,1.0,2,2,2,1,PRO US,2,2,3,5,1,1,1,4,41,0
3461,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,-1,-2,1,-2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-1,2,1,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,7,4,2,,,1,1,1,1,PRO US,2,1,4,1,1,2,1,4,33,0
3463,0,0,0,1,0,0,1,1,1,-1,-1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1,-1,0,0,0,1,-2,0,0,1,1,-1,2,0,0,1,-2,1,0,0,1,-2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,2,1,3.0,2.0,3,3,3,3,PRO US,6,2,3,4,1,1,1,4,47,0
3464,1,0,0,0,0,0,1,1,2,1,1,1,2,2,2,1,-2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,2,2,2,-1,2,2,2,1,-1,2,2,1,2,-1,2,1,2,2,-2,1,1,1,2,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,2,2,,,2,2,1,2,PRO US,3,2,2,5,5,2,3,1,34,0
3465,0,0,0,0,0,1,2,2,2,1,1,-2,2,1,2,1,-1,1,2,2,1,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,8,1,3.0,1.0,2,2,4,2,PRO US,1,1,6,3,1,3,3,6,36,0
3466,1,0,0,0,0,0,2,2,2,2,2,2,1,2,1,-1,1,-1,1,1,1,1,-1,-1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,2,2,0,1,1,1,1,2,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,8,1,1.0,2.0,2,1,1,1,PRO US,1,2,6,2,5,3,3,6,4,0
3467,0,0,0,0,1,0,2,2,2,2,1,-2,2,2,1,2,-2,1,1,2,2,2,0,1,-1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,-1,1,0,2,0,0,0,0,2,0,0,1,0,2,0,0,-1,-1,2,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,5,4,2,,,1,2,1,2,PRO US,4,1,2,1,1,2,1,2,16,0
3469,0,0,0,0,0,1,2,2,2,2,2,-1,1,2,2,2,-2,1,2,2,1,1,-2,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,-1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,3,1,4.0,1.0,2,2,1,1,PRO US,4,1,4,1,3,2,2,4,14,0
