,Know anyone:Nobody,Know anyone:Myself,Know anyone:Family inside HH,Know anyone:Family outside HH,Know anyone:Close friend,Know anyone:Colleague,COVID-19 Knowledge:Washing hands,COVID-19 Knowledge:Staying indoors for Self,COVID-19 Knowledge:Staying indoors for Others,COVID-19 Knowledge:Spread before symptoms,COVID-19 Knowledge:R-Number,COVID-19 Knowledge:Treatments already exist,COVID-19 Knowledge:Wearing masks,COVID-19 VCI:COVID-19 Vax Importance,COVID-19 VCI:COVID-19 Vax Safety,COVID-19 VCI:COVID-19 Vax Efficacy,COVID-19 VCI:COVID-19 Vax Compatibility,COVID-19 VCI:Contract via COVID-19 Vax,COVID-19 VCI:COVID-19 Vax benefits outweigh risks,General VCI:Vax Importance,General VCI:Vax Safety,General VCI:Vax Efficacy,General VCI:Vax Compatibility,COVID-19 Impact:Mental health,COVID-19 Impact:Financial stability,COVID-19 Impact:Daily disruption,COVID-19 Impact:Social disruption,Trust:Television,Trust:Radio,Trust:Newspapers,Trust:Govt. Briefings,Trust:National Health Authorities,Trust:International Health Authorities,Trust:Healthcare Workers,Trust:Scientists,Trust:Govt. Websites,Trust:Social Media,Trust:Celebrities,Trust:Search Engines,Trust:Family and friends,Trust:Work Guidelines,Trust:Other,Trust:None of these,Reason:Unsure if safe,Reason:Unsure if effective,Reason:Not at risk,Reason:Wait until others,Reason:Won't be ill,Reason:Other effective treatments,Reason:Already acquired immunity,Reason:Approval may be rushed,Reason:Other,Reason:Do not know,Image 1:Vaccine Intent,Image 1:Agreement,Image 1:Trust,Image 1:Fact-check,Image 1:Share,Image 2:Vaccine Intent,Image 2:Agreement,Image 2:Trust,Image 2:Fact-check,Image 2:Share,Image 3:Vaccine Intent,Image 3:Agreement,Image 3:Trust,Image 3:Fact-check,Image 3:Share,Image 4:Vaccine Intent,Image 4:Agreement,Image 4:Trust,Image 4:Fact-check,Image 4:Share,Image 5:Vaccine Intent,Image 5:Agreement,Image 5:Trust,Image 5:Fact-check,Image 5:Share,Social:Facebook used,Social:Twitter used,Social:YouTube used,Social:WhatsApp used,Social:Instagram used,Social:Pinterest used,Social:LinkedIN used,Social:Other used,Social:None of these used,Social:Facebook to receive info,Social:Twitter to receive info,Social:YouTube to receive info,Social:WhatsApp to receive info,Social:Instagram to receive info,Social:Pinterest to receive info,Social:LinkedIN to receive info,Social:Other to receive info,Social:None of these to receive info,Social:Facebook to share info,Social:Twitter to share info,Social:YouTube to share info,Social:WhatsApp to share info,Social:Instagram to share info,Social:Pinterest to share info,Social:LinkedIN to share info,Social:Other to share info,Social:None of these to share info,Shielding,Social media usage,Expected vax availability,Seen such online content,Frequency of such online content,Engaged with such online content,Vaccine Intent for self (Pre),Vaccine Intent for self (Post),Vaccine Intent for others (Pre),Vaccine Intent for others (Post),Group,Age,Gender,Education,Employment,Religion,Political,Ethnicity,Income,Region,Treatment
6365,0,1,0,0,0,0,-1,1,2,2,2,1,-1,1,-1,1,2,1,1,2,1,1,1,-1,1,-1,2,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,,,,,,,,,,,0,1,0,2,0,1,2,0,-2,2,1,2,1,2,0,1,2,-1,2,1,0,2,2,-1,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,2.0,1.0,1,1,1,1,ANTI UK,1,1,2,3,1,2,1,1,145,1
6366,1,0,0,0,0,0,2,2,2,1,1,0,2,2,2,2,-2,-2,2,2,2,2,2,1,1,-1,2,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,6,1,3.0,2.0,1,1,1,1,ANTI UK,2,2,6,1,4,5,1,3,382,1
6367,0,0,0,0,1,0,2,1,1,2,2,-1,2,-1,2,2,-2,-2,1,2,2,2,2,-1,-2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,-2,-2,0,0,-1,-2,-2,0,0,-1,-2,-2,-2,2,2,-2,1,2,0,-1,2,2,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,7,1,1.0,2.0,2,4,1,1,ANTI UK,1,2,5,1,1,2,1,4,150,1
6368,1,0,0,0,0,0,2,2,2,2,2,-2,2,1,1,1,-2,-1,1,1,2,2,2,2,1,2,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,1,0,1,2,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,2,7,4,2,,,2,2,2,2,PRO UK,3,2,5,1,5,5,1,6,133,0
6369,1,0,0,0,0,0,2,2,2,2,2,0,2,2,0,0,-2,-2,2,2,2,2,0,1,2,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,4,5,2,,,2,2,1,2,ANTI UK,2,2,6,1,5,2,1,2,97,1
6370,1,0,0,0,0,0,1,1,1,2,1,-1,0,0,1,1,-1,1,0,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,2,-2,2,0,0,2,-2,0,0,0,0,-2,2,1,0,2,-2,2,0,0,2,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,6,2,,,3,3,3,3,ANTI UK,2,2,5,1,4,5,1,4,349,1
6371,0,0,0,0,0,1,1,1,1,1,1,-1,1,-1,-1,0,-2,0,0,2,1,2,2,2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,-1,-1,0,-2,0,-2,-2,0,-2,0,-1,-1,0,-2,0,0,0,0,-2,0,0,-1,0,-2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,1,1.0,2.0,2,2,2,2,ANTI UK,3,2,3,1,5,1,1,4,241,1
6372,1,0,0,0,0,0,1,1,2,2,1,0,1,1,1,1,-2,-1,1,2,1,1,2,1,-2,-1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,-1,-1,1,-2,0,-2,-1,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,1,0,-1,0,-2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,2,,,1,2,1,1,ANTI UK,2,1,4,1,3,2,3,4,261,1
6373,0,0,0,0,0,1,0,0,-1,1,0,1,-1,0,0,-1,-1,-1,0,0,-1,-1,0,0,-2,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,-1,0,2,0,-1,0,1,2,2,-1,1,1,2,2,0,2,1,-1,2,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,1,4,8,3,,,2,1,1,4,ANTI UK,3,2,2,1,1,4,1,2,325,1
6374,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,2,2,2,2,2,1,0,2,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-2,-2,0,-2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,4,2,,,1,1,1,1,ANTI UK,3,2,4,5,4,1,1,6,33,1
6375,0,0,0,0,1,1,2,2,2,2,-1,-2,2,2,1,1,-2,-2,1,2,2,2,2,-1,-2,1,2,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,1,1,1,1,0,2,1,1,1,-2,2,2,1,1,0,1,1,1,1,0,0,-1,2,-2,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,4,2,,,1,1,1,1,PRO UK,4,2,4,1,1,1,1,4,152,0
6376,0,0,1,0,0,0,-2,1,-1,-2,-1,1,-1,-1,1,-2,-1,-2,-1,2,-2,-2,-2,-1,-1,-1,-2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1,-1,1,2,0,0,-1,-1,-1,0,-1,-1,-1,0,2,-1,-1,0,-1,0,-1,-1,-2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3,7,1,3.0,1.0,2,2,2,2,ANTI UK,3,2,2,4,1,2,1,1,44,1
6377,1,0,0,0,0,0,2,2,2,2,1,-2,2,0,0,0,-2,0,0,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,0,0,0,1,1,0,0,0,0,-2,-1,0,1,2,1,-2,2,1,2,1,0,1,0,0,-2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,8,2,,,1,2,1,2,PRO UK,2,2,2,1,1,2,1,1,148,0
6378,1,0,0,0,0,0,2,2,2,2,2,-1,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,-2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,2,-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,5,2,,,1,1,1,1,ANTI UK,4,2,2,1,4,2,1,2,199,1
6379,0,0,0,0,0,1,1,1,1,1,1,-1,-2,-1,-2,0,-1,1,-2,-1,-2,-2,-2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,2,,,4,4,4,4,ANTI UK,2,2,5,1,1,5,1,3,29,1
6380,1,0,0,0,0,0,1,1,1,2,1,-2,2,2,2,2,-2,-2,2,2,2,2,2,1,-2,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,0,2,2,1,0,0,2,2,-1,0,0,2,2,-1,1,0,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,6,3,1,2.0,1.0,1,1,1,1,PRO UK,1,2,3,3,4,5,1,1,16,0
6381,1,0,0,0,0,0,1,1,1,1,0,-2,1,1,1,1,-1,0,1,1,1,1,1,-1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,6,4,1,1.0,1.0,1,1,1,1,ANTI UK,3,2,4,1,4,2,1,3,242,1
6382,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,-2,-2,1,1,1,1,2,2,2,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1,1,-1,-2,1,-1,0,-2,-2,0,-1,-1,-2,-2,0,0,-1,-2,-2,0,1,1,-2,-2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,6,2,,,2,2,2,2,PRO UK,2,2,4,1,4,2,3,4,162,0
6383,0,0,1,0,0,0,0,-1,1,-2,0,0,-1,1,-1,1,-1,-1,-1,-1,2,1,-2,1,-1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,-1,1,-1,0,0,2,2,2,-1,1,-2,2,0,1,0,-1,2,-2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,1,1.0,1.0,2,2,2,2,ANTI UK,1,1,5,5,5,2,2,1,210,1
6384,0,1,0,0,0,0,1,-1,1,1,-1,2,1,-1,2,-1,2,1,1,2,-2,1,1,-1,-1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,2,0,2,1,0,1,0,-1,0,-2,0,2,2,1,-1,2,-1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,2,,,1,2,1,2,ANTI UK,2,2,2,1,2,2,1,2,322,1
6385,1,0,0,0,0,0,2,2,2,2,2,2,2,1,1,2,-1,1,2,2,1,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,-1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,2,3,4,1,2.0,1.0,1,2,1,1,ANTI UK,2,2,5,1,5,5,3,4,18,1
6386,0,0,0,0,1,0,2,2,1,1,1,1,2,2,2,1,-2,1,1,1,1,2,1,-1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,-1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,4,4,2,,,1,2,1,2,ANTI UK,3,2,4,1,4,2,1,4,340,1
6387,0,1,1,0,0,0,1,0,1,0,1,0,0,2,0,0,-2,0,0,0,1,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,1,8,2,,,3,3,1,1,ANTI UK,2,2,2,1,1,5,1,1,43,1
6388,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,,,,,,,,,,,-1,2,2,2,2,-2,2,2,2,2,-2,2,2,2,2,-1,2,2,2,2,-1,2,2,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,4,1,1.0,1.0,1,1,1,1,PRO UK,3,1,2,1,1,5,1,2,266,0
6389,1,0,0,0,0,0,-2,1,-2,-1,1,1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,2,-1,-1,-1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-2,0,0,-1,-2,1,2,0,-2,-1,2,-2,2,0,-2,1,2,-2,-1,0,-2,0,1,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,6,1,3.0,3.0,4,4,1,4,ANTI UK,1,2,1,2,5,5,1,1,4,1
6390,1,0,0,0,0,0,2,2,2,2,1,-1,2,2,2,1,2,2,-1,1,1,1,1,0,-1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,1,-1,0,1,1,1,0,0,0,0,1,-1,0,-1,-1,1,-1,0,0,-1,2,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,4,2,,,3,2,2,2,ANTI UK,6,2,1,4,1,1,1,2,254,1
6391,1,0,0,0,0,0,1,2,1,0,1,-2,1,1,1,1,-2,0,0,2,2,2,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,-2,0,-2,0,1,-2,0,0,0,1,-2,1,0,0,2,-2,0,0,0,0,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,8,2,,,2,2,1,1,ANTI UK,4,2,2,1,4,1,1,3,110,1
6392,1,0,0,0,0,0,0,2,2,2,2,0,2,2,2,2,-2,2,0,2,2,2,2,2,-2,2,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,-2,0,0,1,0,-2,0,0,0,0,-2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,2,3,5,2,,,1,1,1,1,PRO UK,5,1,6,5,1,1,1,1,241,0
6393,1,0,0,0,0,0,2,1,1,2,1,-1,2,2,1,1,-2,1,1,2,1,1,1,2,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,-1,2,-1,2,0,2,2,-2,0,0,-2,0,-2,1,0,-1,2,-2,0,0,0,2,-2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7,5,1,3.0,3.0,1,1,1,1,ANTI UK,5,2,2,4,4,5,1,3,311,1
6394,1,0,0,0,0,0,2,2,2,1,1,-2,2,2,2,1,-2,-2,2,2,2,2,2,0,0,-1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,-1,-1,-2,1,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,4,2,,,1,1,1,1,ANTI UK,5,1,4,1,4,2,1,4,344,1
6395,1,0,0,0,0,0,2,1,2,2,1,-2,2,1,2,1,-2,-2,2,2,2,2,2,-1,-1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-1,1,0,1,0,1,0,1,0,-1,1,1,1,0,-1,1,1,2,1,-1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,6,2,,,1,1,1,1,PRO UK,3,2,5,1,4,1,3,4,112,0
6396,0,0,0,0,1,0,1,2,-1,1,2,2,1,2,2,2,2,1,2,2,-1,1,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,1,0,0,0,-1,-1,0,0,1,-1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,3,1,3.0,2.0,1,1,1,1,PRO UK,1,1,2,3,5,5,1,1,231,0
6397,1,0,0,0,0,0,2,2,2,2,2,0,2,1,0,1,-2,0,0,2,1,1,2,2,-1,1,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,-2,-2,-2,-2,0,0,-1,-2,-2,1,2,1,-2,2,2,-1,-1,-2,-2,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,2,3,,,2,2,1,1,ANTI UK,2,2,6,5,4,1,1,2,21,1
6398,0,0,0,1,0,1,1,2,2,2,1,-2,1,2,2,2,-2,-2,2,2,2,2,2,-2,-1,-2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,0,-2,-2,2,-2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,3,4,2,,,1,1,1,1,ANTI UK,5,1,4,1,1,2,1,5,5,1
6399,1,0,0,0,0,0,-1,-1,1,1,1,-2,1,-1,-1,-2,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,0,-1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,2,4,8,2,,,4,4,4,2,ANTI UK,2,1,4,1,1,2,1,5,20,1
6400,1,0,0,0,0,0,2,2,2,2,2,-2,2,2,2,2,-2,-2,2,2,2,2,2,1,2,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,,,,,,,,,,,0,2,2,2,-2,0,2,2,2,-2,0,2,2,2,-2,0,1,1,2,-2,0,2,2,2,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,5,2,,,1,1,1,1,PRO UK,3,2,3,1,4,3,1,2,16,0
6401,0,0,0,1,0,0,2,2,2,2,2,1,2,1,1,-1,-2,-2,1,2,2,2,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2,-1,0,-2,-2,2,-2,0,0,-2,2,-1,1,1,1,2,1,0,-2,-2,2,-2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6,6,1,3.0,2.0,2,3,1,2,ANTI UK,3,2,4,1,4,1,1,2,88,1
6402,1,0,0,0,0,0,-2,-1,-2,-1,-1,-1,-1,-2,0,1,2,-2,-2,-2,-2,-2,-2,-2,2,1,-2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,-1,-1,2,-2,2,-1,-1,-1,-2,2,-1,-1,-1,-2,2,-2,-2,-2,-2,2,-1,1,1,2,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,7,8,1,1.0,1.0,4,4,4,4,ANTI UK,2,2,4,1,1,5,2,2,163,1
6403,1,0,0,0,0,0,1,2,1,2,1,-1,2,1,1,1,-1,0,1,2,2,2,2,1,-1,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,2,-1,0,-2,-2,2,-2,-1,-1,-1,2,-2,1,1,0,2,-1,2,0,0,2,-1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5,4,1,2.0,2.0,2,2,1,2,ANTI UK,1,2,4,1,1,3,1,4,270,1
6404,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,-1,-1,1,1,1,1,1,1,-1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,-1,1,-2,0,-1,-1,1,-2,0,0,-2,0,-2,1,0,-1,1,-1,2,0,-1,1,-2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5,3,1,2.0,2.0,2,2,2,1,ANTI UK,2,2,3,5,1,2,1,2,187,1
6405,0,0,0,0,1,1,2,-1,-1,1,0,-1,-2,1,-1,-1,-2,1,0,1,1,1,1,2,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,-2,2,0,0,-2,-2,2,0,0,-2,-2,2,0,0,-2,-2,2,0,0,0,-2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,2,7,2,1,1.0,2.0,2,3,2,2,ANTI UK,2,2,3,1,1,2,1,2,161,1
6406,1,0,0,0,0,0,1,1,1,1,0,1,1,2,2,1,-2,-2,1,1,1,2,2,-2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,-1,1,-2,0,-1,-2,-2,-2,0,0,-2,-2,-2,0,-2,-2,0,-2,0,-2,-2,-2,-2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,2,,,1,1,1,1,ANTI UK,4,1,4,1,5,5,1,3,11,1
6407,0,1,0,0,0,0,2,2,2,2,2,0,2,2,1,1,-2,0,1,1,1,1,2,-1,1,2,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,2,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,5,8,2,,,1,2,1,2,ANTI UK,4,1,5,1,4,2,2,2,23,1
