,Mean,2.5%,97.5%,ESS,Rhat
mu[1],0.24,-0.87,1.34,10221,1.0
mu[2],1.19,0.05,2.35,10361,1.0
mu[3],1.85,0.68,3.02,9029,1.0
"alpha[1,1]",0.55,0.48,0.62,8675,1.0
"alpha[2,1]",0.17,0.1,0.24,8589,1.0
"alpha[1,2]",2.01,1.9,2.13,9469,1.0
"alpha[2,2]",1.56,1.47,1.66,7189,1.0
"alpha[1,3]",2.98,2.82,3.15,8037,1.0
"alpha[2,3]",2.58,2.45,2.72,8660,1.0
