,mean,2.5%,97.5%
"Yes, definitely",0.3077369537136248,0.285544718818425,0.32984777584026104
"Unsure, lean yes",0.3331131563806738,0.30334980844904447,0.3635050250629968
"Unsure, lean no",0.3221826877021515,0.25998204075053855,0.3824855601368483
"No, definitely not",0.412514451212659,0.3398001040516938,0.48777764165183357
