,mean,2.5%,97.5%
"Yes, definitely",0.3848409713239516,0.34435545255860067,0.42634412948976447
"Unsure, lean yes",0.29647900867432553,0.24567193502337767,0.35152849543071124
"Unsure, lean no",0.2639739205816206,0.1737319473699143,0.3660010971473656
"No, definitely not",0.2284279797725414,0.11630992380460113,0.3659278175661621
