,mean,2.5%,97.5%
"Yes, definitely",0.6311497654598806,0.5859397949405357,0.6760177960625742
"Unsure, lean yes",0.5378937886914068,0.4772728047266179,0.598424568833641
"Unsure, lean no",0.2978567587426029,0.21499797952428934,0.38801337109192235
"No, definitely not",0.3719766167928856,0.28351252714756797,0.4628285159979416
