,mean,2.5%,97.5%
"Unsure, lean yes",0.025376202667049808,-0.012035917924704927,0.06334980475087622
"Unsure, lean no",0.014445733988528364,-0.05177408870746437,0.07852578432062682
"No, definitely not",0.10477749749903427,0.02970317750767112,0.1810676944801949
