,mean,2.5%,97.5%
"Yes, definitely",0.43090824510937387,0.40264946876329155,0.45923709900933307
"Unsure, lean yes",0.31197493457343,0.2798154210234605,0.3445705674650241
"Unsure, lean no",0.30727344676026014,0.26168464447822837,0.3549152566313623
"No, definitely not",0.2778113425106387,0.23383678018107867,0.3234155473266187
